3.95929, 6.13958
9.61975, 4.13122
1.79161, 7.76102
9.61709, 1.59179
7.74685, 9.20723
6.79474, 3.42185
5.4915, 0.583108
7.0443, 7.30965
4.07682, 3.227
0.728708, 3.10081
8.96812, 8.65334
2.57011, 1.84106
9.30826, 7.64379
2.12532, 3.48543
3.09728, 9.6313
5.1493, 7.59527
7.41911, 0.0849695
2.59352, 6.24433
5.88922, 3.78083
6.55424, 4.54573

3.9628, 6.19952
9.58939, 4.07942
1.82484, 7.71095
9.65655, 1.63706
7.80128, 9.22823
6.84923, 3.38865
5.54826, 0.602645
7.02018, 7.25475
4.07347, 3.28691
0.782615, 3.12753
8.91787, 8.62046
2.53066, 1.79596
9.33166, 7.58775
2.1545, 3.43295
3.10443, 9.57173
5.0925, 7.5759
7.46659, 0.127382
2.63676, 6.20245
5.82408, 3.78406
6.59581, 4.59146

3.96557, 6.25959
9.55937, 4.02732
1.85818, 7.66072
9.69608, 1.68244
7.86344, 9.23014
6.90504, 3.35575
5.60509, 0.622153
6.99603, 7.19992
4.07014, 3.34684
0.836798, 3.15454
8.86664, 8.58836
2.49116, 1.75111
9.35513, 7.53141
2.18318, 3.38011
3.11158, 9.51216
5.03567, 7.55639
7.50711, 0.188371
2.68075, 6.16075
5.75691, 3.78739
6.63795, 4.63675

3.96756, 6.31977
9.52965, 3.97499
1.89164, 7.61033
9.73568, 1.72794
7.92865, 9.22509
6.9599, 3.324
5.66202, 0.641633
6.97187, 7.14515
4.06687, 3.40681
0.891362, 3.18177
8.81497, 8.55616
2.45161, 1.70653
9.37832, 7.47564
2.21126, 3.3269
3.11871, 9.45259
4.97875, 7.53669
7.54517, 0.25584
2.72556, 6.1193
5.69095, 3.79098
6.67966, 4.6806

3.96882, 6.38007
9.50024, 3.92244
1.92522, 7.55978
9.77535, 1.77355
7.99379, 9.21944
7.01389, 3.2932
5.71904, 0.66109
6.94769, 7.09042
4.06371, 3.46682
0.946417, 3.20913
8.76409, 8.5228
2.412, 1.66225
9.40107, 7.42069
2.23866, 3.27334
3.12583, 9.393
4.92165, 7.51672
7.58283, 0.324202
2.77122, 6.07818
5.6261, 3.7948
6.7209, 4.72322

3.96945, 6.44052
9.47108, 3.86971
1.95893, 7.50907
9.8151, 1.8193
8.05525, 9.21764
7.06729, 3.26311
5.77616, 0.680526
6.9235, 7.03572
4.06073, 3.52688
1.00206, 3.23655
8.71706, 8.48542
2.37233, 1.61828
9.42333, 7.36658
2.26531, 3.21946
3.13293, 9.3334
4.86428, 7.49636
7.62067, 0.391919
2.8177, 6.03747
5.56188, 3.79876
6.76179, 4.76495

3.96963, 6.50121
9.44215, 3.81683
1.99279, 7.45819
9.85493, 1.8652
8.1085, 9.22561
7.12031, 3.23353
5.83341, 0.699941
6.89931, 6.98104
4.05802, 3.58699
1.05837, 3.26392
8.67834, 8.43841
2.33262, 1.57465
9.44512, 7.3132
2.29115, 3.16532
3.14002, 9.27377
4.80647, 7.47545
7.65874, 0.458753
2.86498, 5.99726
5.49785, 3.80279
6.80246, 4.80604

3.96952, 6.56221
9.41341, 3.76381
2.02681, 7.40715
9.89484, 1.91125
8.15255, 9.24661
7.17311, 3.20431
5.8908, 0.719341
6.8751, 6.92635
4.05571, 3.64716
1.11539, 3.29115
8.64891, 8.37853
2.29286, 1.53138
9.46647, 7.26048
2.31618, 3.11097
3.14709, 9.2141
4.74808, 7.45384
7.697, 0.52477
2.91302, 5.9576
5.43369, 3.80684
6.84299, 4.8467

3.96899, 6.62327
9.38483, 3.71063
2.06101, 7.35595
9.93483, 1.9575
8.19145, 9.27659
7.22576, 3.17535
5.94833, 0.738728
6.85089, 6.87165
4.05395, 3.70738
1.1731, 3.31815
8.62476, 8.30981
2.25308, 1.48848
9.48739, 7.20834
2.3404, 3.05645
3.15415, 9.15439
4.68925, 7.43174
7.73541, 0.590068
2.96177, 5.91859
5.36909, 3.81087
6.88343, 4.88708

3.96628, 6.68233
9.35638, 3.65731
2.09541, 7.30458
9.97488, 2.00395
8.22881, 9.30993
7.27833, 3.14659
6.00603, 0.758104
6.82668, 6.81691
4.0529, 3.76763
1.23147, 3.34485
8.6023, 8.23785
2.21327, 1.44597
9.50789, 7.15674
2.36388, 3.00182
3.1612, 9.09461
4.63175, 7.41112
7.77391, 0.654725
3.01121, 5.88031
5.30383, 3.81488
6.92381, 4.92728

3.95333, 6.73055
9.32804, 3.6038
2.13004, 7.25305
0.0149789, 2.05065
8.26598, 9.34376
7.33087, 3.11798
6.0639, 0.777472
6.80247, 6.76209
4.05266, 3.82789
1.29046, 3.37121
