0 90 -3.14097 86.859
0.002 90.595 -4.3177 86.2773
0.004 91.1309 -5.38724 85.7436
0.006 91.6182 -6.36013 85.2581
0.008 92.0663 -7.25474 84.8116
0.01 92.4822 -8.07442 84.4078
0.012 92.871 -8.85123 84.0198
0.014 93.2359 -9.58038 83.6555
0.016 93.5785 -10.2651 83.3134
0.018 93.8993 -10.9066 82.9928
0.02 94.1984 -11.5044 82.694
0.022 94.4751 -12.0577 82.4174
0.024 94.7291 -12.5654 82.1637
0.026 94.9599 -13.0268 81.9331
0.028 95.1674 -13.4417 81.7257
0.03 95.3519 -13.8105 81.5414
0.032 95.514 -14.1343 81.3797
0.034 95.6543 -14.4256 81.2287
0.036 95.7741 -14.6539 81.1202
0.038 95.8745 -14.8544 81.0201
0.04 95.9567 -15.0185 80.9382
0.042 96.0221 -15.149 80.8731
0.044 96.072 -15.2595 80.8125
0.046 96.1078 -15.331 80.7769
0.048 96.1307 -15.3765 80.7542
0.05 96.1418 -15.3985 80.7433
0.052 96.1422 -15.41 80.7321
0.054 96.1327 -15.3909 80.7418
0.056 96.114 -15.3535 80.7605
0.058 96.087 -15.2993 80.7877
0.06 96.0519 -15.2291 80.8228
0.062 96.0093 -15.1439 80.8655
0.064 95.9595 -15.0441 80.9153
0.066 95.9026 -14.9414 80.9612
0.068 95.8389 -14.8139 81.025
0.07 95.7682 -14.6727 81.0956
0.072 95.6908 -14.5177 81.173
0.074 95.6064 -14.349 81.2574
0.076 95.5152 -14.1666 81.3486
0.078 95.4171 -13.9704 81.4467
0.08 95.3123 -13.7719 81.5405
0.082 95.2011 -13.5493 81.6518
0.084 95.0836 -13.3143 81.7693
0.086 94.9604 -13.0789 81.8816
0.088 94.8322 -12.8224 82.0099
0.09 94.6999 -12.5575 82.1424
0.092 94.5645 -12.2866 82.2779
0.094 94.4275 -12.0124 82.4151
0.096 94.2906 -11.7275 82.5631
0.098 94.1558 -11.4575 82.6982
0.1 94.0251 -11.1959 82.8292
0.102 93.901 -10.9581 82.9428
0.104 93.7858 -10.7275 83.0583
0.106 93.682 -10.5305 83.1515
0.108 93.592 -10.3502 83.2418
0.11 93.518 -10.191 83.327
0.112 93.4618 -10.0784 83.3834
0.114 93.4248 -10.0044 83.4205
0.116 93.4082 -9.971 83.4372
0.118 93.4122 -9.97915 83.4331
0.12 93.4369 -10.0177 83.4192
0.122 93.4815 -10.107 83.3745
0.124 93.5448 -10.2338 83.311
0.126 93.6249 -10.3944 83.2305
0.128 93.7199 -10.5957 83.1242
0.13 93.8274 -10.8109 83.0164
0.132 93.9446 -11.0457 82.8989
0.134 94.0689 -11.2947 82.7742
0.136 94.1976 -11.5524 82.6451
0.138 94.3281 -11.8138 82.5143
0.14 94.458 -12.0738 82.3841
