0 160 -9.08211 150.918
0.002 159.511 -8.10572 151.406
0.004 158.954 -6.99046 151.963
0.006 158.328 -5.73877 152.589
0.008 157.638 -4.39208 153.246
0.01 156.892 -2.89957 153.993
0.012 156.1 -1.31478 154.786
0.014 155.276 0.35736 155.633
0.016 154.434 2.04315 156.477
0.018 153.587 3.73621 157.323
0.02 152.748 5.41418 158.162
0.022 151.922 7.06578 158.988
0.024 151.106 8.69398 159.8
0.026 150.294 10.3156 160.61
0.028 149.472 11.956 161.428
0.03 148.631 13.6374 162.268
0.032 147.768 15.3638 163.132
0.034 146.901 17.1024 164.003
0.036 146.071 18.7701 164.841
0.038 145.347 20.2288 165.576
0.04 144.819 21.2977 166.116
0.042 144.581 21.7841 166.365
0.044 144.712 21.5279 166.239
0.046 145.252 20.4565 165.709
0.048 146.192 18.5689 164.761
0.05 147.47 16.0003 163.471
0.052 148.988 12.9504 161.939
0.054 150.632 9.65017 160.282
0.056 152.292 6.31909 158.611
0.058 153.881 3.13511 157.016
0.06 155.337 0.221576 155.558
0.062 156.624 -2.35189 154.272
0.064 157.729 -4.57096 153.158
0.066 158.655 -6.42056 152.235
0.068 159.416 -7.93808 151.478
0.07 160.029 -9.16077 150.869
0.072 160.516 -10.1297 150.386
0.074 160.895 -10.8745 150.021
0.076 161.187 -11.4546 149.732
0.078 161.407 -11.892 149.515
0.08 161.57 -12.2047 149.365
0.082 161.687 -12.4386 149.249
0.084 161.77 -12.6027 149.167
0.086 161.826 -12.7133 149.113
0.088 161.862 -12.7837 149.078
0.09 161.882 -12.8243 149.058
0.092 161.892 -12.8436 149.049
0.094 161.894 -12.8477 149.047
0.096 161.891 -12.8413 149.05
0.098 161.885 -12.8277 149.057
0.1 161.875 -12.8088 149.066
0.102 161.863 -12.7853 149.078
0.104 161.849 -12.7567 149.092
0.106 161.831 -12.7214 149.11
0.108 161.809 -12.6768 149.132
0.11 161.779 -12.6185 149.161
0.112 161.74 -12.5412 149.199
0.114 161.688 -12.4376 149.251
